Age,Gender,Education,Job_Role,Department,Experience,Salary
26.0,Male,Bachelor's,Intern,Operations,2.0,39420
47.0,Female,High School,Engineer,Finance,23.0,87273
33.0,Female,Bachelor's,Manager,HR,11.0,89251
48.0,Male,Bachelor's,Engineer,Finance,22.0,89139
28.0,Male,Bachelor's,Manager,IT,3.0,80275
,Female,Bachelor's,Engineer,Operations,16.0,86497
54.0,Male,Bachelor's,Engineer,HR,28.0,102601
25.0,Male,Bachelor's,Engineer,Finance,2.0,65013
36.0,Female,Bachelor's,Intern,Finance,10.0,55664
31.0,Male,High School,Engineer,HR,7.0,67266
23.0,Male,Master's,Analyst,IT,1.0,65802
49.0,Female,Bachelor's,Intern,IT,24.0,80376
37.0,Male,Bachelor's,Director,Finance,13.0,108080
25.0,Male,Master's,Analyst,Marketing,3.0,61700
39.0,Male,Master's,Intern,HR,15.0,65273
36.0,Male,Master's,Manager,IT,13.0,105792
32.0,Male,Bachelor's,Analyst,IT,6.0,53084
33.0,Male,High School,Analyst,IT,9.0,55928
33.0,Female,Master's,Manager,Operations,11.0,93828
,Male,Bachelor's,Director,Marketing,22.0,123883
50.0,Male,Bachelor's,Analyst,IT,27.0,94548
,Male,High School,Engineer,Marketing,7.0,64649
47.0,Female,Master's,Engineer,Finance,22.0,117492
36.0,Male,High School,Manager,Finance,10.0,77288
42.0,Female,PhD,Analyst,Operations,19.0,96736
36.0,Female,Master's,Analyst,Marketing,12.0,78772
34.0,Female,Bachelor's,Manager,HR,11.0,91693
29.0,Female,Master's,Director,Operations,6.0,101612
43.0,Female,Master's,Engineer,IT,20.0,100559
36.0,Male,Master's,Engineer,Finance,,95399
31.0,Male,Bachelor's,Engineer,Finance,9.0,75735
29.0,Male,Master's,Engineer,HR,6.0,82265
40.0,Male,Bachelor's,Intern,Operations,18.0,56967
51.0,Female,PhD,Director,Marketing,25.0,138775
48.0,Female,Bachelor's,Analyst,Finance,26.0,100430
32.0,Female,Bachelor's,Engineer,IT,6.0,68489
47.0,Female,Master's,Engineer,HR,22.0,100225
43.0,Female,Master's,Manager,HR,17.0,116187
49.0,Female,Bachelor's,Engineer,HR,23.0,93459
46.0,Male,Bachelor's,Director,IT,22.0,115366
49.0,Male,Bachelor's,Director,HR,24.0,125519
34.0,Male,PhD,Engineer,Marketing,11.0,106398
28.0,Male,Master's,Intern,Marketing,3.0,55100
48.0,Female,Master's,Director,Operations,24.0,130352
26.0,Female,High School,Director,Operations,0.0,84722
29.0,Female,Bachelor's,Intern,Marketing,4.0,43046
33.0,Male,Master's,Engineer,IT,9.0,80995
29.0,Male,Master's,Engineer,Operations,6.0,86494
45.0,Male,High School,Intern,HR,19.0,65129
53.0,Male,Master's,Director,Marketing,28.0,134202
31.0,Male,Bachelor's,Intern,Finance,6.0,52202
55.0,Male,Bachelor's,Analyst,IT,29.0,100016
52.0,Female,Bachelor's,Manager,IT,27.0,113739
50.0,Male,Bachelor's,Analyst,Marketing,24.0,86825
,Male,Bachelor's,Engineer,Finance,12.0,74072
39.0,Male,High School,Analyst,IT,13.0,61439
27.0,Female,Bachelor's,Analyst,Operations,4.0,53059
46.0,Male,Master's,Analyst,Finance,20.0,86976
26.0,Male,High School,Manager,HR,1.0,60926
,Female,Bachelor's,Engineer,Operations,13.0,88065
,Male,Bachelor's,Analyst,Finance,20.0,85422
,Male,Bachelor's,Engineer,Marketing,7.0,79059
42.0,Female,Master's,Analyst,IT,19.0,86696
24.0,Female,Bachelor's,Intern,Operations,1.0,37943
32.0,Male,Master's,Engineer,Marketing,7.0,82022
44.0,Female,Master's,Engineer,Finance,19.0,100355
55.0,Female,High School,Director,HR,29.0,128968
50.0,Male,Bachelor's,Manager,IT,28.0,116921
28.0,Female,Bachelor's,Manager,IT,4.0,80577
55.0,Female,Bachelor's,Manager,Operations,29.0,121498
35.0,Male,Master's,Intern,Marketing,11.0,53201
29.0,Female,Bachelor's,Analyst,Finance,6.0,66458
51.0,Male,Bachelor's,Intern,Finance,26.0,80795
42.0,Female,Bachelor's,Director,Marketing,20.0,118317
37.0,Female,Bachelor's,Manager,IT,12.0,95194
37.0,Male,Bachelor's,Manager,Marketing,14.0,99666
35.0,Female,Bachelor's,Manager,Finance,9.0,100774
26.0,Female,Bachelor's,Analyst,Marketing,3.0,52727
37.0,Female,Bachelor's,Analyst,IT,15.0,78290
32.0,Female,Master's,Intern,Operations,6.0,57200
38.0,Female,Master's,Engineer,IT,12.0,84203
,Male,Bachelor's,Engineer,HR,3.0,72313
50.0,Female,Bachelor's,Director,HR,25.0,125395
37.0,Male,PhD,Engineer,Marketing,11.0,96508
,Female,Bachelor's,Analyst,IT,19.0,79815
25.0,Female,Bachelor's,Manager,IT,1.0,77936
26.0,Male,High School,Manager,Finance,4.0,76442
31.0,Female,Master's,Analyst,Operations,7.0,66529
29.0,Female,High School,Intern,IT,3.0,34359
48.0,Female,PhD,Analyst,Marketing,26.0,110493
54.0,Female,Master's,Engineer,Finance,28.0,107354
23.0,Male,Master's,Analyst,Finance,1.0,65027
49.0,Male,Master's,Manager,Marketing,24.0,118246
28.0,Female,Bachelor's,Engineer,Marketing,5.0,75005
25.0,Male,Bachelor's,Engineer,IT,2.0,67947
,Male,Master's,Director,IT,28.0,134059
37.0,Female,PhD,Analyst,Finance,13.0,83550
31.0,Female,Bachelor's,Director,Finance,9.0,96320
35.0,Male,PhD,Manager,Operations,10.0,99488
28.0,Male,Bachelor's,Intern,Finance,4.0,44849
43.0,Male,Bachelor's,Manager,Marketing,21.0,106752
37.0,Male,Bachelor's,Analyst,Marketing,15.0,75907
34.0,Male,Bachelor's,Analyst,Operations,8.0,60897
45.0,Male,High School,Intern,HR,20.0,63266
40.0,Female,Bachelor's,Director,HR,15.0,114337
31.0,Female,Bachelor's,Engineer,Marketing,8.0,83730
42.0,Male,Bachelor's,Manager,HR,16.0,93930
35.0,Female,Bachelor's,Engineer,HR,11.0,85354
37.0,Female,PhD,Intern,Operations,,77267
34.0,Male,Bachelor's,Intern,Finance,9.0,53409
25.0,Male,Bachelor's,Intern,Finance,3.0,41140
42.0,Male,High School,Intern,HR,16.0,60394
42.0,Female,High School,Intern,IT,17.0,57415
42.0,Male,Master's,Analyst,Operations,17.0,77771
35.0,Female,Bachelor's,Director,HR,9.0,91407
35.0,Female,Master's,Manager,IT,10.0,97834
43.0,Male,High School,Intern,IT,20.0,62993
26.0,Female,Bachelor's,Manager,Operations,0.0,71213
34.0,Male,Bachelor's,Analyst,Finance,9.0,62284
54.0,Male,Bachelor's,Manager,Marketing,29.0,123246
28.0,Female,High School,Manager,IT,2.0,67919
48.0,Male,High School,Analyst,Marketing,26.0,84002
29.0,Male,Bachelor's,Engineer,Marketing,5.0,67428
42.0,Male,High School,Manager,Operations,16.0,96257
33.0,Male,PhD,Engineer,Finance,11.0,96670
35.0,Male,Bachelor's,Engineer,Operations,10.0,78159
39.0,Male,High School,Analyst,IT,16.0,73444
27.0,Female,Bachelor's,Intern,Finance,2.0,34369
33.0,Male,Bachelor's,Director,HR,8.0,101803
39.0,Female,High School,Analyst,Finance,,60385
53.0,Male,Master's,Director,Operations,27.0,135746
29.0,Male,PhD,Manager,Operations,5.0,98550
26.0,Female,Bachelor's,Analyst,Marketing,2.0,55528
31.0,Female,Bachelor's,Engineer,HR,5.0,61688
36.0,Male,High School,Manager,Finance,10.0,82997
33.0,Male,Master's,Engineer,HR,10.0,91916
32.0,Female,Bachelor's,Director,Marketing,6.0,92753
35.0,Female,Bachelor's,Engineer,HR,12.0,77442
38.0,Female,Bachelor's,Analyst,HR,12.0,66204
29.0,Female,Master's,Intern,Finance,6.0,59959
39.0,Male,Bachelor's,Analyst,HR,13.0,66255
27.0,Female,Bachelor's,Manager,Marketing,1.0,74427
26.0,Male,Master's,Analyst,IT,,65799
28.0,Female,Bachelor's,Engineer,IT,3.0,63167
32.0,Male,Master's,Engineer,Operations,7.0,86086
43.0,Female,High School,Analyst,IT,20.0,69974
22.0,Male,Master's,Engineer,Finance,0.0,70037
32.0,Female,Master's,Analyst,Operations,8.0,75055
42.0,Female,High School,Manager,IT,16.0,94899
41.0,Female,Master's,Manager,IT,17.0,106147
28.0,Female,Bachelor's,Analyst,Operations,6.0,55171
50.0,Male,PhD,Intern,Finance,26.0,100727
24.0,Female,High School,Analyst,Operations,2.0,44536
43.0,Female,Master's,Analyst,Finance,21.0,92283
37.0,Female,Bachelor's,Manager,Finance,,100609
29.0,Male,PhD,Engineer,Marketing,7.0,85469
,Male,Bachelor's,Engineer,IT,4.0,62004
42.0,Female,PhD,Analyst,IT,,93548
49.0,Male,PhD,Director,HR,25.0,132962
54.0,Male,Bachelor's,Manager,Operations,29.0,113076
52.0,Male,Master's,Analyst,Marketing,27.0,102289
44.0,Female,PhD,Engineer,IT,18.0,107431
49.0,Male,Bachelor's,Director,HR,26.0,127201
39.0,Male,Bachelor's,Manager,Marketing,17.0,97462
45.0,Female,Bachelor's,Analyst,Finance,21.0,88085
51.0,Female,Bachelor's,Engineer,IT,29.0,101359
26.0,Female,High School,Analyst,Operations,4.0,38318
31.0,Male,Bachelor's,Engineer,Marketing,6.0,62760
39.0,Female,Bachelor's,Director,HR,17.0,112397
53.0,Male,Bachelor's,Engineer,Operations,29.0,105536
36.0,Male,Bachelor's,Engineer,Finance,12.0,83833
46.0,Female,Master's,Intern,Operations,21.0,80836
36.0,Female,Master's,Manager,HR,10.0,96881
29.0,Female,High School,Manager,Finance,4.0,65280
46.0,Female,Master's,Engineer,HR,21.0,98821
36.0,Female,Master's,Manager,IT,14.0,100693
,Female,PhD,Manager,HR,20.0,128092
32.0,Male,High School,Engineer,Operations,6.0,62521
30.0,Female,Bachelor's,Intern,IT,4.0,49138
55.0,Male,PhD,Intern,IT,29.0,98548
50.0,Male,PhD,Manager,Marketing,28.0,131636
31.0,Male,Master's,Engineer,Operations,6.0,76674
38.0,Male,Master's,Engineer,Operations,16.0,96609
32.0,Male,High School,Analyst,Finance,8.0,48936
28.0,Male,Bachelor's,Engineer,HR,5.0,69354
31.0,Female,Bachelor's,Director,HR,8.0,98554
38.0,Male,Bachelor's,Engineer,Operations,16.0,87003
,Male,Master's,Intern,HR,1.0,43317
48.0,Male,High School,Analyst,Operations,22.0,73084
43.0,Female,Bachelor's,Engineer,IT,19.0,92068
53.0,Male,PhD,Manager,HR,29.0,134633
35.0,Male,Bachelor's,Engineer,HR,12.0,86284
50.0,Female,PhD,Intern,Operations,25.0,90490
,Female,PhD,Intern,Operations,29.0,91620
39.0,Female,Bachelor's,Analyst,Finance,16.0,71681
45.0,Male,Bachelor's,Analyst,HR,20.0,74770
45.0,Female,Bachelor's,Analyst,Marketing,19.0,86393
27.0,Female,Bachelor's,Manager,Operations,5.0,85527
53.0,Female,Bachelor's,Engineer,Marketing,28.0,105797
46.0,Male,Bachelor's,Manager,IT,22.0,108990
51.0,Female,PhD,Engineer,IT,26.0,116631
43.0,Male,Bachelor's,Manager,Marketing,18.0,94202
30.0,Male,Master's,Director,IT,5.0,99329
27.0,Female,High School,Engineer,Marketing,1.0,43505
53.0,Male,Bachelor's,Engineer,Finance,27.0,105977
47.0,Male,PhD,Analyst,Finance,,104187
34.0,Male,Bachelor's,Engineer,IT,12.0,80387
45.0,Female,Bachelor's,Engineer,Marketing,19.0,86915
55.0,Male,Master's,Engineer,Marketing,29.0,113009
32.0,Female,Master's,Intern,Marketing,9.0,62518
53.0,Male,Master's,Intern,IT,28.0,89978
33.0,Female,Bachelor's,Director,Marketing,8.0,92540
36.0,Male,Bachelor's,Engineer,Operations,12.0,76536
32.0,Male,PhD,Manager,Marketing,6.0,102331
43.0,Female,PhD,Engineer,Operations,17.0,102170
43.0,Male,Bachelor's,Analyst,Finance,21.0,90554
35.0,Female,Master's,Engineer,Operations,13.0,84681
28.0,Female,Bachelor's,Analyst,Finance,3.0,53541
32.0,Male,Bachelor's,Engineer,IT,7.0,70631
37.0,Female,Bachelor's,Engineer,Finance,11.0,77421
32.0,Male,Bachelor's,Intern,Finance,7.0,43592
41.0,Female,Bachelor's,Engineer,Marketing,15.0,75273
24.0,Female,High School,Intern,HR,0.0,32845
47.0,Female,Bachelor's,Analyst,Finance,23.0,91959
32.0,Male,Master's,Analyst,Operations,9.0,69186
28.0,Male,Master's,Engineer,IT,6.0,80435
52.0,Male,Master's,Manager,Operations,29.0,124671
37.0,Male,PhD,Analyst,IT,13.0,84634
41.0,Female,High School,Analyst,Operations,16.0,62943
40.0,Male,Bachelor's,Engineer,Finance,18.0,92478
51.0,Male,Master's,Engineer,HR,29.0,114752
27.0,Female,Bachelor's,Manager,Finance,4.0,76702
40.0,Male,Bachelor's,Engineer,Marketing,18.0,92889
,Male,High School,Analyst,Operations,2.0,52148
25.0,Female,Master's,Intern,HR,0.0,51882
30.0,Male,Bachelor's,Engineer,Operations,7.0,71748
33.0,Male,Master's,Manager,Marketing,8.0,89775
27.0,Male,Bachelor's,Director,Marketing,4.0,87665
26.0,Male,Master's,Intern,Marketing,0.0,43613
38.0,Male,Master's,Engineer,Finance,16.0,91946
50.0,Female,Master's,Manager,Finance,,122350
35.0,Male,Bachelor's,Engineer,HR,13.0,72152
42.0,Male,Bachelor's,Manager,Marketing,16.0,97689
33.0,Male,Master's,Engineer,Finance,8.0,79420
26.0,Male,Bachelor's,Engineer,IT,2.0,61389
25.0,Male,Bachelor's,Intern,IT,2.0,43591
34.0,Male,High School,Analyst,Finance,12.0,56683
42.0,Male,PhD,Intern,HR,19.0,81805
28.0,Male,High School,Intern,Operations,4.0,40323
31.0,Female,Master's,Engineer,Marketing,5.0,76063
38.0,Male,Bachelor's,Engineer,Finance,13.0,87751
28.0,Male,Bachelor's,Engineer,HR,5.0,65502
51.0,Male,Master's,Intern,Operations,25.0,69207
50.0,Female,High School,Analyst,HR,28.0,86477
51.0,Male,Bachelor's,Manager,Operations,28.0,117558
47.0,Female,Master's,Manager,IT,24.0,123101
38.0,Male,Master's,Intern,Operations,16.0,72146
32.0,Male,Bachelor's,Director,IT,8.0,105487
29.0,Male,Master's,Manager,Marketing,3.0,88060
45.0,Male,Master's,Analyst,Finance,22.0,96104
40.0,Female,Master's,Engineer,IT,14.0,95203
46.0,Female,Bachelor's,Analyst,HR,21.0,78573
50.0,Male,Bachelor's,Intern,Operations,24.0,71754
43.0,Male,PhD,Manager,HR,17.0,114293
36.0,Male,Master's,Director,IT,14.0,125785
52.0,Male,Bachelor's,Manager,HR,26.0,110178
41.0,Female,Bachelor's,Engineer,Operations,,89612
32.0,Male,Bachelor's,Analyst,Finance,6.0,59526
39.0,Female,Bachelor's,Engineer,HR,14.0,84155
53.0,Female,Bachelor's,Analyst,Marketing,27.0,90793
46.0,Female,Bachelor's,Manager,Operations,24.0,108169
29.0,Male,Master's,Analyst,Operations,,58380
44.0,Male,High School,Manager,Marketing,22.0,94326
34.0,Female,Master's,Manager,IT,10.0,100730
47.0,Female,Bachelor's,Engineer,Marketing,23.0,98852
,Female,Bachelor's,Analyst,IT,13.0,70549
31.0,Male,High School,Engineer,Finance,7.0,73523
25.0,Male,Bachelor's,Engineer,IT,3.0,78746
32.0,Female,Master's,Manager,Finance,9.0,90794
32.0,Male,Master's,Analyst,Finance,6.0,74059
23.0,Male,Bachelor's,Director,Marketing,0.0,80001
,Male,Bachelor's,Director,Finance,19.0,112314
33.0,Female,Bachelor's,Analyst,IT,11.0,67323
34.0,Male,Master's,Manager,HR,12.0,104206
37.0,Male,Master's,Manager,Operations,15.0,98193
35.0,Female,Bachelor's,Manager,Operations,13.0,93896
38.0,Female,Master's,Analyst,IT,12.0,76586
29.0,Male,Master's,Analyst,HR,4.0,56689
36.0,Female,High School,Analyst,Finance,13.0,63690
49.0,Female,Bachelor's,Engineer,IT,25.0,98886
34.0,Male,PhD,Director,Finance,,122857
36.0,Female,Master's,Manager,Marketing,,99146
36.0,Female,Bachelor's,Intern,HR,11.0,52636
,Male,Bachelor's,Analyst,Operations,22.0,94391
51.0,Male,Bachelor's,Analyst,IT,27.0,86588
43.0,Male,Bachelor's,Manager,Operations,21.0,104590
43.0,Female,Master's,Engineer,Finance,19.0,95941
36.0,Male,Bachelor's,Engineer,Finance,14.0,83673
43.0,Female,Master's,Engineer,Marketing,18.0,98491
34.0,Male,Master's,Analyst,Finance,10.0,79078
52.0,Male,Bachelor's,Manager,Finance,29.0,114745
46.0,Female,Bachelor's,Engineer,Operations,21.0,92234
,Female,Bachelor's,Manager,Operations,25.0,112725
36.0,Male,Master's,Director,IT,14.0,106022
54.0,Female,Bachelor's,Analyst,IT,29.0,99334
50.0,Male,Master's,Intern,Finance,28.0,71785
53.0,Female,Master's,Engineer,HR,27.0,114097
43.0,Male,Bachelor's,Intern,IT,20.0,85376
51.0,Male,PhD,Analyst,Finance,29.0,112527
35.0,Female,PhD,Manager,Operations,11.0,110002
44.0,Male,High School,Engineer,Marketing,18.0,81531
40.0,Male,Bachelor's,Director,Operations,15.0,104317
27.0,Female,PhD,Manager,Operations,3.0,98444
42.0,Female,PhD,Engineer,Marketing,17.0,96465
34.0,Male,High School,Intern,Operations,8.0,36090
39.0,Female,High School,Engineer,IT,15.0,74224
28.0,Male,Bachelor's,Analyst,Operations,6.0,61611
51.0,Male,PhD,Manager,Marketing,27.0,124314
52.0,Female,Bachelor's,Manager,Finance,,120870
47.0,Male,Bachelor's,Engineer,Finance,25.0,101696
41.0,Male,Master's,Engineer,Finance,18.0,97399
47.0,Male,High School,Intern,Marketing,23.0,56161
47.0,Male,Master's,Manager,Marketing,23.0,121106
35.0,Male,Bachelor's,Analyst,IT,10.0,63772
40.0,Female,Master's,Analyst,Marketing,16.0,81647
51.0,Female,Bachelor's,Intern,Finance,29.0,79050
43.0,Male,Master's,Manager,Marketing,20.0,104190
30.0,Female,Master's,Intern,HR,4.0,47065
34.0,Female,Bachelor's,Engineer,Operations,11.0,83252
43.0,Female,High School,Manager,IT,18.0,100975
27.0,Female,Bachelor's,Manager,Finance,1.0,78264
26.0,Male,Bachelor's,Engineer,Finance,0.0,65770
52.0,Female,Master's,Manager,HR,28.0,132291
28.0,Female,Master's,Manager,IT,3.0,94662
52.0,Female,Bachelor's,Engineer,Operations,27.0,105458
34.0,Female,Master's,Director,IT,10.0,106006
47.0,Female,Master's,Director,IT,25.0,121608
41.0,Female,Master's,Intern,Finance,17.0,71815
45.0,Male,Bachelor's,Director,Marketing,,116871
53.0,Female,Bachelor's,Engineer,Operations,27.0,115584
48.0,Female,Bachelor's,Engineer,IT,26.0,104323
40.0,Female,Bachelor's,Director,HR,15.0,109532
34.0,Female,Bachelor's,Engineer,Finance,9.0,71058
35.0,Male,Bachelor's,Analyst,Marketing,11.0,66939
24.0,Male,High School,Engineer,Marketing,1.0,61758
25.0,Female,Master's,Analyst,Finance,0.0,56969
32.0,Female,Bachelor's,Manager,IT,9.0,81070
31.0,Female,Bachelor's,Engineer,Finance,9.0,71213
53.0,Female,Bachelor's,Engineer,Marketing,27.0,95715
48.0,Male,Bachelor's,Intern,Marketing,25.0,72061
32.0,Female,Bachelor's,Director,HR,9.0,93806
47.0,Male,Bachelor's,Director,HR,24.0,124747
24.0,Male,Bachelor's,Manager,Marketing,1.0,78929
48.0,Female,Bachelor's,Director,HR,,131048
41.0,Female,Bachelor's,Director,HR,19.0,114247
27.0,Male,Bachelor's,Manager,HR,2.0,76659
26.0,Female,Master's,Intern,Marketing,0.0,47727
48.0,Male,Bachelor's,Analyst,IT,23.0,81687
39.0,Female,Bachelor's,Intern,IT,17.0,57864
32.0,Female,High School,Engineer,Operations,,64489
46.0,Female,Bachelor's,Engineer,HR,23.0,99541
33.0,Female,Bachelor's,Analyst,IT,11.0,71085
22.0,Male,Bachelor's,Engineer,Operations,0.0,73949
28.0,Female,Master's,Manager,Finance,5.0,84365
37.0,Female,Bachelor's,Intern,HR,15.0,55142
41.0,Female,Bachelor's,Intern,IT,19.0,56980
24.0,Male,Master's,Intern,IT,2.0,49775
40.0,Female,PhD,Engineer,IT,16.0,104700
50.0,Male,High School,Intern,Operations,25.0,64340
39.0,Male,Bachelor's,Engineer,Finance,15.0,76873
35.0,Female,Bachelor's,Intern,HR,10.0,62999
38.0,Male,High School,Analyst,IT,15.0,66313
34.0,Female,Bachelor's,Engineer,Marketing,,72373
25.0,Female,High School,Intern,HR,0.0,28196
35.0,Female,Master's,Intern,Marketing,10.0,72458
48.0,Male,Bachelor's,Manager,Operations,22.0,111742
30.0,Male,High School,Director,IT,5.0,83856
43.0,Male,High School,Analyst,HR,18.0,64218
34.0,Female,Master's,Manager,HR,11.0,105308
50.0,Female,Bachelor's,Manager,IT,27.0,107357
23.0,Male,Master's,Analyst,Finance,1.0,61996
31.0,Male,Bachelor's,Analyst,Operations,9.0,65911
41.0,Female,Bachelor's,Analyst,IT,18.0,82515
49.0,Male,Bachelor's,Manager,HR,27.0,117310
38.0,Female,High School,Analyst,Finance,,66116
,Female,Bachelor's,Engineer,HR,7.0,74187
32.0,Male,Bachelor's,Engineer,Marketing,10.0,78529
44.0,Female,Bachelor's,Manager,HR,22.0,116364
40.0,Female,Master's,Manager,Operations,15.0,104576
37.0,Male,Bachelor's,Manager,IT,12.0,96342
53.0,Male,High School,Engineer,HR,29.0,95495
51.0,Male,Bachelor's,Engineer,Marketing,,97357
37.0,Female,Master's,Engineer,Marketing,12.0,85605
47.0,Female,PhD,Intern,IT,22.0,85773
29.0,Male,Bachelor's,Engineer,Marketing,4.0,62753
33.0,Female,Bachelor's,Engineer,IT,11.0,71051
,Male,Bachelor's,Manager,Operations,9.0,93489
42.0,Female,PhD,Engineer,IT,18.0,102006
,Female,Master's,Director,Finance,16.0,116591
25.0,Female,Bachelor's,Engineer,Marketing,,59130
43.0,Female,Bachelor's,Manager,Marketing,21.0,93925
,Female,Bachelor's,Analyst,HR,14.0,79193
40.0,Male,Bachelor's,Engineer,Finance,15.0,79891
41.0,Male,Master's,Engineer,HR,,103560
46.0,Female,Bachelor's,Director,IT,,114038
33.0,Male,High School,Intern,Operations,9.0,44634
35.0,Male,Master's,Engineer,Marketing,9.0,88260
51.0,Female,Master's,Director,Operations,25.0,125613
40.0,Female,Bachelor's,Manager,IT,16.0,95954
50.0,Female,Master's,Intern,IT,28.0,84897
46.0,Male,Bachelor's,Director,Finance,21.0,115248
,Male,Master's,Analyst,HR,22.0,94867
40.0,Male,Master's,Manager,Marketing,16.0,112938
,Female,Bachelor's,Engineer,Marketing,,61714
34.0,Female,Master's,Analyst,Operations,8.0,71348
49.0,Female,Master's,Engineer,Finance,24.0,99447
44.0,Female,Bachelor's,Intern,IT,21.0,81847
,Female,Bachelor's,Intern,Finance,26.0,79502
29.0,Male,Master's,Director,Marketing,3.0,102698
30.0,Male,Bachelor's,Intern,HR,6.0,44592
28.0,Male,Bachelor's,Director,Operations,4.0,97351
43.0,Female,Master's,Analyst,IT,18.0,85694
28.0,Female,Master's,Engineer,IT,3.0,79323
41.0,Male,Bachelor's,Analyst,IT,17.0,70887
51.0,Male,Bachelor's,Analyst,HR,29.0,94404
46.0,Female,Bachelor's,Analyst,Marketing,21.0,71347
24.0,Male,Bachelor's,Engineer,Marketing,2.0,68119
48.0,Female,Bachelor's,Director,Finance,22.0,121777
26.0,Male,Master's,Intern,Finance,3.0,41251
35.0,Male,Bachelor's,Manager,Marketing,13.0,87837
48.0,Male,Bachelor's,Intern,IT,23.0,68400
50.0,Male,Bachelor's,Engineer,HR,26.0,103467
37.0,Female,PhD,Intern,Marketing,13.0,59420
39.0,Female,Bachelor's,Engineer,HR,16.0,95747
31.0,Female,High School,Engineer,Operations,8.0,62277
44.0,Male,High School,Intern,IT,18.0,71938
24.0,Female,Bachelor's,Engineer,Operations,2.0,65059
37.0,Male,Bachelor's,Engineer,Marketing,14.0,71219
46.0,Female,Bachelor's,Engineer,Finance,20.0,84096
51.0,Male,Bachelor's,Manager,Marketing,25.0,111595
26.0,Female,High School,Intern,Operations,0.0,23164
54.0,Female,Bachelor's,Analyst,HR,29.0,88497
41.0,Male,Bachelor's,Intern,Marketing,18.0,52658
27.0,Female,High School,Analyst,Finance,3.0,44230
,Male,High School,Engineer,Operations,13.0,80883
41.0,Male,High School,Analyst,Marketing,17.0,63891
36.0,Male,High School,Director,Operations,11.0,97164
27.0,Female,Master's,Analyst,Operations,5.0,60112
34.0,Female,Bachelor's,Manager,IT,9.0,92564
28.0,Female,Bachelor's,Engineer,HR,3.0,63958
38.0,Female,Bachelor's,Analyst,IT,,73761
26.0,Female,PhD,Director,Operations,0.0,98055
,Male,Master's,Analyst,Finance,2.0,59275
32.0,Female,Bachelor's,Analyst,Finance,6.0,52343
53.0,Female,Bachelor's,Engineer,IT,29.0,113534
24.0,Female,Bachelor's,Manager,Finance,2.0,77246
50.0,Male,Bachelor's,Manager,Operations,28.0,112021
45.0,Male,High School,Analyst,Marketing,21.0,72149
49.0,Male,Master's,Analyst,Operations,26.0,99095
38.0,Male,Bachelor's,Engineer,Marketing,14.0,86365
29.0,Female,Master's,Engineer,Finance,5.0,74576
38.0,Male,Bachelor's,Intern,HR,15.0,63997
39.0,Female,Master's,Director,HR,16.0,117931
26.0,Female,Master's,Manager,Operations,1.0,79380
35.0,Female,High School,Engineer,Operations,9.0,65548
32.0,Male,Bachelor's,Manager,Finance,10.0,85863
50.0,Female,Bachelor's,Director,HR,27.0,135891
49.0,Male,Bachelor's,Manager,HR,26.0,113587
30.0,Male,Bachelor's,Director,Operations,5.0,97211
42.0,Male,Bachelor's,Manager,HR,17.0,105501
40.0,Male,Bachelor's,Manager,Operations,14.0,95453
38.0,Male,PhD,Engineer,IT,15.0,105216
52.0,Male,High School,Manager,HR,29.0,109640
37.0,Male,PhD,Analyst,Marketing,12.0,83520
39.0,Female,Bachelor's,Director,Finance,15.0,106917
27.0,Male,Master's,Director,Operations,1.0,93221
42.0,Female,Bachelor's,Director,HR,19.0,117129
33.0,Male,High School,Engineer,HR,11.0,65181
50.0,Female,Master's,Analyst,Operations,28.0,94185
38.0,Female,Bachelor's,Analyst,Marketing,13.0,73940
29.0,Female,Master's,Manager,HR,7.0,98323
30.0,Female,Bachelor's,Intern,IT,5.0,53946
37.0,Male,Bachelor's,Manager,Finance,13.0,91465
48.0,Female,Bachelor's,Analyst,Operations,23.0,75868
,Male,Master's,Intern,HR,14.0,57540
41.0,Male,High School,Intern,Finance,19.0,65147
49.0,Male,Master's,Engineer,Operations,26.0,113341
24.0,Female,Master's,Manager,Operations,2.0,87306
28.0,Male,High School,Director,Operations,6.0,90182
40.0,Female,High School,Manager,Marketing,15.0,91921
48.0,Male,Master's,Intern,IT,22.0,88479
23.0,Female,Bachelor's,Analyst,Operations,1.0,46044
38.0,Male,Bachelor's,Manager,Marketing,16.0,93618
36.0,Female,High School,Manager,Operations,10.0,83437
46.0,Female,Bachelor's,Intern,Operations,23.0,76349
24.0,Male,High School,Intern,Marketing,2.0,26960
46.0,Male,Bachelor's,Intern,IT,21.0,73642
,Female,Master's,Engineer,Finance,22.0,100782
33.0,Female,Bachelor's,Director,HR,7.0,99093
43.0,Female,Bachelor's,Engineer,Operations,21.0,87037
45.0,Female,PhD,Engineer,IT,22.0,101345
,Female,Master's,Engineer,HR,20.0,102869
42.0,Female,Master's,Director,Operations,18.0,131004
41.0,Male,Bachelor's,Intern,HR,17.0,63706
31.0,Male,Master's,Engineer,Marketing,6.0,88127
37.0,Female,High School,Analyst,IT,15.0,57612
46.0,Male,High School,Director,IT,23.0,108082
37.0,Female,Bachelor's,Manager,Finance,13.0,95959
29.0,Male,Bachelor's,Intern,Finance,7.0,51188
34.0,Female,Master's,Engineer,HR,12.0,85472
25.0,Female,Bachelor's,Analyst,Marketing,2.0,55934
23.0,Male,Master's,Engineer,HR,1.0,68812
38.0,Male,Master's,Analyst,Operations,12.0,76588
